startup,industry,funding_stage,amount_usd,description,year_found,founders,investors,funding_year,city,state,country
DusMinute,Online Retail,Scaling,1100000.0,DusMinute aims to transform how communities live by giving them access to world-class amenities at their doorstep.,2017.0,Apoorva Mishra,Indian Angel Network,2021,Bengaluru,Karnataka,India
Onsurity,Healthcare & Life Sciences,Not classified,3000000.0,Onsurity is an employee healthcare platform providing a monthly healthcare membership with group health insurance to emerging businesses.,2020.0,"Kulin Shah, Yogesh Agarwal","Jitendra Gupta, Harsh Shah",2021,Bengaluru,Karnataka,India
Karbon Card,IT & Technology,Not classified,3000000.0,Prime objective is to empower Indian startups by creating the right financial products starting with a high-limit corporate credit card with unlimited benefits,2019.0,"Pei-fu Hsieh, Amit Jangir, Kartik Jain, Sunil Sinha",Y Combinator,2021,Bengaluru,Karnataka,India
Factors.AI,Online Retail,Not classified,2000000.0,"Factors.AI is a Marketing Analytics platform providing sophisticated omnichannel, every-touch attribution technology and unparalleled performance insights for Marketers",2020.0,"Aravind Murthy, Praveen Das, Srikrishna Swaminathan","Elevation Partners, Emergent Ventures",2021,Bengaluru,Karnataka,India
Elevar,Sports,Not classified,2000000.0,"A Revolutionary Sports Brand, Engineered For Those Who Want More.",2017.0,"Kunal Joshi, Pranav Marwah","Kalaari Capital, Dream Capital",2021,Mumbai,Maharashtra,India
Studio Sirah,IT & Technology,Not classified,800000.0,Studio Sirah is founded with a belief in the increasing sophistication of the Indian gamer and the whitespace of midcore India-first games.,2020.0,"Abhaas Shah, Prateek Shah",Lumikai,2021,Bengaluru,Karnataka,India
OTO Capital,IT & Technology,Not classified,6000000.0,The Future Of Vehicle Ownership!,2018.0,"Harsh Saruparia, Sumit Chhazed",Matrix Partners India,2021,Mumbai,Maharashtra,India
1Bridge,Consumer Goods,Not classified,2500000.0,"Village Commerce Network - Bridging Aspirations, Creating Opportunities, Bringing Prosperity & Abundance to our village",2016.0,"Madan Padaki, Anil Kumar, M Chakrawarty",C4D Partners,2021,Bengaluru,Karnataka,India
Skeps,IT & Technology,Not classified,9500000.0,"A blockchain products company, developing a proprietary product in the FinTech space",2018.0,"Mayank Tewari, Tushar Srivastava",Bertelsmann India,2021,Gurugram,Haryana,India
Curefoods,Online Retail,Not classified,1200000.0,Healthy & nutritious foods and cold pressed juices produced in Edinburgh. Currently distributing wholesale within the Edinburgh region.,2020.0,"Pritesh Kumar, Bharat Gupta",Upsparks,2021,Not Recorded,Not Recorded,India
TartanSense,IT & Technology,Not classified,5000000.0,TartanSense unlocks value for small farm holders by working at the intersection of robotics and AI assisted computer vision.,2015.0,Jaisimha Rao,"FMC, Omnivore, Blume Ventures",2021,Bengaluru,Karnataka,India
Bewakoof,Consumer Goods,Not classified,8000000.0,"Bewakoof is a lifestyle fashion brand that makes creative, distinctive fashion for the trendy, contemporary Indian.",2012.0,Prabhkiran Singh,InvestCorp,2021,Mumbai,Maharashtra,India
Kirana247,Transportation & Logistics,Not classified,1000000.0,An on-demand FMCG supply chain company leveraging a deep tech-enabled micro warehousing model to serve Kirana stores.,2018.0,"Tarun Jiwarajka, Pankhuri Jiwarajka",Not recorded,2021,NCT Delhi,National Capital Territory,India
FanPlay,IT & Technology,Not classified,3000000.0,A real money game app specializing in trivia games,2020.0,YC W21,"Pritesh Kumar, Bharat Gupta",2021,Not Recorded,Not Recorded,India
NeoDocs,IT & Technology,Not classified,3000000.0,"Neodocs is a part of India's prominent Social Impact Accelerator program, AISEA.",2020.0,"Nikunj Malpani, Anurag Meena, Pratik Lodha","Y Combinator, 9Unicorns, Titan Capital",2021,Mumbai,Maharashtra,India
IsGoingOnline,Online Retail,Not classified,200000.0,Kochi-based digital catalogue and marketplace IsGoingOnline,2015.0,Eobin Alex,"Unicorn India Ventures, SEA Fund, Devdatt Shah",2021,Kochi,Kerala,India
Camp K12,IT & Technology,Not classified,12000000.0,"Camp K12 is a global online school for 21st century skills, teaching Coding and other STEAM subjects to kids age 6-18 via LIVE, interactive, gamified online sessions",2010.0,Anshul Bhagi,"Matrix Partners India, Elevation Capital",2021,Gurugram,Haryana,India
Elda Health,Healthcare & Life Sciences,Not classified,1500000.0,"Elda Health is a digital wellness platform that understands women intimately and offers a holistic wellness solution through physical, mental and social interventions.",2020.0,"Swathi Kulkarni, Sindhuri Ananth, Shubham Sharma","Avaana Capital, Orios Ventures",2021,Bengaluru,Karnataka,India
Sporjo,IT & Technology,Not classified,2000000.0,A one stop destination to build a successful career in the Indian sports industry!,2020.0,G Srinivvasan,Punit Balan,2021,Mumbai,Maharashtra,India
Advantage Club,IT & Technology,Not classified,1700000.0,"Advantage Club is India's largest employee engagement platform, Provide end to end employee benefit management with state of the art products like:",2014.0,"Sourabh Deorah, Smiti Bhatt Deorah","Y Combinator, Broom Ventures, Kunal Shah",2021,Mumbai,Maharashtra,India
SuperGaming,Media & Entertainment,Not classified,5500000.0,"At SuperGaming, building India's best gaming company.",2017.0,"Roby John, Sanket Nadhani, Navneet Waraich","Skycatcher, AET Fund, BAce Capital, Dream Incubator, 1Up Ventures",2021,Pune,Maharashtra,India
Ruptok,IT & Technology,Not classified,1000000.0,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",2020.0,Ankur Gupta,Eclear Leasing,2021,NCT Delhi,National Capital Territory,India
TartanSense,IT & Technology,Scaling,5000000.0,TartanSense unlocks value for small farm holders by working at the intersection of robotics and AI assisted computer vision.,2015.0,Jaisimha Rao,"FMC, Omnivore, Blume Ventures",2021,Bengaluru,Karnataka,India
Kirana247,Transportation & Logistics,Scaling,1000000.0,An on-demand FMCG supply chain company leveraging a deep tech-enabled micro warehousing model to serve Kirana stores.,2018.0,"Tarun Jiwarajka, Pankhuri Jiwarajka",Not recorded,2021,NCT Delhi,National Capital Territory,India
NeoDocs,IT & Technology,Validation,3000000.0,"Neodocs is a part of India's prominent Social Impact Accelerator program, AISEA.",2020.0,"Nikunj Malpani, Anurag Meena, Pratik Lodha","Y Combinator, 9Unicorns, Titan Capital",2021,Mumbai,Maharashtra,India
IsGoingOnline,Online Retail,Scaling,200000.0,Kochi-based digital catalogue and marketplace IsGoingOnline,2015.0,Eobin Alex,"Unicorn India Ventures, SEA Fund, Devdatt Shah",2021,Kochi,Kerala,India
Camp K12,IT & Technology,Scaling,12000000.0,"Camp K12 is a global online school for 21st century skills, teaching Coding and other STEAM subjects to kids age 6-18 via LIVE, interactive, gamified online sessions",2010.0,Anshul Bhagi,"Matrix Partners India, Elevation Capital",2021,Gurugram,Haryana,India
Elda Health,Healthcare & Life Sciences,Early Traction,1500000.0,"Elda Health is a digital wellness platform that understands women intimately and offers a holistic wellness solution through physical, mental and social interventions.",2020.0,"Swathi Kulkarni, Sindhuri Ananth, Shubham Sharma","Avaana Capital, Orios Ventures",2021,Bengaluru,Karnataka,India
Sporjo,IT & Technology,Scaling,2000000.0,A one stop destination to build a successful career in the Indian sports industry!,2020.0,G Srinivvasan,Punit Balan,2021,Mumbai,Maharashtra,India
SuperGaming,Media & Entertainment,Scaling,5500000.0,"At SuperGaming, building India's best gaming company.",2017.0,"Roby John, Sanket Nadhani, Navneet Waraich","Skycatcher, AET Fund, BAce Capital, Dream Incubator, 1Up Ventures",2021,Pune,Maharashtra,India
O’ Be Cocktails,Online Retail,Not classified,400000.0,India’s first and only Ready to Drink Premium Cocktails.,2019.0,Nitesh Prakash,"First Cheque, Letsventure",2021,Bengaluru,Karnataka,India
Zetwerk,Manufacturing,Scaling,150000000.0,ZETWERK is a universal manufacturing network powered by new-age technology.,2018.0,"Srinath Ramakkrushnan, Amrit Acharya",Not recorded,2021,Bengaluru,Karnataka,India
AppsForBharat,Online Retail,Early Traction,4000000.0,"A mission to assist a billion Indians in their spiritual journey and help them feel happier, peaceful & more content.",2020.0,Prashant Sachan,"Sequoia Capital India, BEENEXT",2021,Bengaluru,Karnataka,India
Imagimake,Consumer Goods,Not classified,3000000.0,"Imagimake – one of the fastest growing and most innovative start-up in the field of Toys, Games & Artist Supplies.",2011.0,"Disha Katharani, Ravi Jalan",Velocity,2021,Mumbai,Maharashtra,India
Khatabook,Financial Services,Scaling,100000000.0,Khatabook is the world's fastest-growing Saas company. It has become India's leading business management app for MSMEs with 50M+ downloads in a remarkably short period of time.,2018.0,"Ravish Naresh, Ashish Sonone","Tribe Capital, Moore Strategic Ventures (MSV)",2021,Bengaluru,Karnataka,India
Smytten,Consumer Goods,Scaling,6000000.0,India's largest premium discovery and trial platform!,2015.0,"Swagat Sarangi, Siddhartha Nangia.",Fireside Ventures,2021,Gurugram,Haryana,India
Syook,Manufacturing,Scaling,1000000.0,Syook is building the next generation enterprise IOT platform.,2016.0,"Saurabh Sharma, Aman Agarwal, Arjun Nagarajan","Inflection Point Ventures, ONGC",2021,Bengaluru,Karnataka,India
Akudo,IT & Technology,Validation,3000000.0,Akudo is pioneering the concept of Learning-First Banking for Teenagers.,2020.0,"Lavika Aggarwal, Sajal Khanna, Jagveer Gandhi","Y Combinator, Incubate Fund India",2021,Bengaluru,Karnataka,India
NOTO,Consumer Goods,Scaling,500000.0,"A healthy, low-calorie ice cream for the millennial Indian with an incurable sweet tooth.",2019.0,"Varun Sheth, Ashni Sheth","Titan Capital, Rockstud Capital,  John Abraham, WEH Ventures",2021,Mumbai,Maharashtra,India
Lumiq,IT & Technology,Early Traction,2000000.0,Help enterprises monetize their data and reinvent the digital transformation journey.,2013.0,Shoaib Mohammad,Info Edge Ventures,2021,Noida,Uttar Pradesh,India
CommerceUp,IT & Technology,Early Traction,3000000.0,Grow and manage ecommerce business from single dashboard,2018.0,Piyush Pathak,NB Ventures,2021,Gurugram,Haryana,India
Breathe Well-being,Healthcare & Life Sciences,Scaling,5500000.0,"Help people to prevent, manage or reverse Type 2 Diabetes through our clinically proven digital program.",2015.0,"Rohan Verma, Aditya Kaicker",Accel,2021,Gurugram,Haryana,India
Hike,IT & Technology,Not classified,3000000.0,Hike is an Indian AI-led Unicorn startup that is committed to building a new social future.,2012.0,Kavin Bharti Mittal,"Binny Bansal, Kunal Shah",2021,NCT Delhi,National Capital Territory,India
House of Kieraya,Online Retail,Not classified,15000000.0,"House of Kieraya, well-known for furniture and lifestyle rental brand ?Furlenco",2013.0,Ajith Mohan Karimpana,TradeCred,2021,Bengaluru,Karnataka,India
goEgoNetwork,Manufacturing,Not classified,2000000.0,"goEgo is a complete E Mobility charging solution, that combines engagement, rewards & adoption through a mix of online and offline channels.",2019.0,"Dheeman Kadam, Sayantan Chakraborti",Not recorded,2021,Pune,Maharashtra,India
Probus,Online Retail,Exit Options,500000.0,"A mission to increase the per capita consumption of electricity in India by 10X, which is presently 1/3 of global average- by reducing the distribution losses in Indian electricity distribution grid.",2017.0,"Anand Singh, Ankit Vaish, Sunny Kumar Jadoon",Unicorn India Ventures,2021,NCT Delhi,National Capital Territory,India
DrinkPrime,Consumer Goods,Not classified,1000000.0,India's Smartest Water Purifiers and are redefining water purifier ownership.,2016.0,Anil Kejriwal,"UC Inclusive Credit, Western Capital",2021,Bengaluru,Karnataka,India
Smart Express,Transportation & Logistics,Early Traction,10000000.0,India’s Most Innovative and Awarded Express Logistics Company.,2017.0,Yogesh Dhingra,"IIFL India Private Equity Fund, Smiti Holding & Trading Company",2021,Mumbai,Maharashtra,India
Smallcase,IT & Technology,Scaling,40000000.0,Smallcase is a new way to invest in the stock markets.,2015.0,"Anugrah Shrivastava, Vasanth Kamath, Rohan Gupta",Faering Capital,2021,Bengaluru,Karnataka,India
SATYA MicroCapital,Financial Services,Not classified,10000000.0,Satya MicroCapital Limited is a Delhi based NBFC serving low income entrepreneurs in rural and urban areas.,2017.0,Vivek Tiwari,"responsAbility Investments, Blue Orchard",2021,NCT Delhi,National Capital Territory,India
Snack Amor,Online Retail,Not classified,3000000.0,"Snack Amor aims is to offer a healthy, natural and tasty snacking experience to its customers.",2014.0,Deepak Grover,"Sanchit Agarwal, Sujan Sinha, Michael Cooke",2021,Mumbai,Maharashtra,India
Postman,IT & Technology,Scaling,225000000.0,Postman is the collaboration platform for API development.,2014.0,"Abhinav Asthana, Abhijit Kane, Ankit Sobti","CRV, Nexus Venture Partners",2021,Bengaluru,Karnataka,India
Hashnode,IT & Technology,Scaling,6700000.0,The easiest way to start a blog on personal domain for free & connect with the readers through our dev community,2016.0,"Syed Fazle Rahman, Sandeep Panda","Salesforce Ventures, Sierra Ventures, Sequoia Capital India’s Surge",2021,Bengaluru,Karnataka,India
RACEnergy,Manufacturing,Early Traction,1300000.0,RACEnergy is working to power the future of mobility through clean and efficient technologies.,2018.0,Arun Sreyas Reddy,"Micelio Fund, growX ventures",2021,Hyderabad,Telangana,India
BharatPe,IT & Technology,Exit Options,20000000.0,The vision to make financial inclusion a reality for Indian merchants.,2018.0,"Ashneer Grover, Shashvat Nakrani","IIFL Wealth, Asset Management, Northern Arc Capital",2021,NCT Delhi,National Capital Territory,India
Gyde,IT & Technology,Early Traction,250000.0,"Gyde is a SAAS product that enables enterprises & SAAS companies to guide their application (web & mobile) users with step-by-step voice assistance, byte-sized training videos & rich help articles.",2019.0,"Prasanna Vaidya, Shubham Deshmukh","Better Capital, Ashish Achrekar",2021,Pune,Maharashtra,India
BatteryPool,Manufacturing,Early Traction,3000000.0,Building the Operating System for managing Electric Vehicles in fleets.,2018.0,Ashwin Shankar,IAN,2021,Pune,Maharashtra,India
AgNext,IT & Technology,Scaling,21000000.0,"AgNext is a fast-growing AgTech company that aims to solve quality and trust in food value chains by making them safer, transparent and fairer.",2016.0,Taranjeet Singh Bhamra,Alpha Wave Incubation,2021,Chandigarh,Haryana,India
Xpresslane,IT & Technology,Validation,400000.0,"Xpresslane makes checkout fast and easy. With a unified identity across all e-commerce merchants, it brings efficiency and perfection in the overall checkout experience of the user.",2019.0,Ashwin Koorakula,"Point One Capital, Yatra Angel Network (YAN), Opus Consulting, Manipal Technologies.",2021,Bengaluru,Karnataka,India
LoanKuber,Online Retail,Scaling,1200000.0,LoanKuber is the lowest cost lender to Yest-to be Bankable - enabling borrowing with trust and confidence.,2016.0,Saurabh Nagpal,Not recorded,2021,NCT Delhi,National Capital Territory,India
OYO,Healthcare & Life Sciences,Scaling,5000000.0,OYO is a global travel tech company that connects its patrons and guests.,2013.0,Ritesh Agarwal,Microsoft,2021,Gurugram,Haryana,India
Rapido,IT & Technology,Not classified,52000000.0,Rapido is a bike taxi service spread widely across all of India from Tier 1 to Tier 3 cities.,2015.0,"Aravind Sanka, Pavan Guntupalli, SR Rishikesh","Shell Ventures, Yamaha, Kunal Shah",2021,Bengaluru,Karnataka,India
